GW,SLR,Community,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
111,25,Unincorporated Beaufort,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,25,Unincorporated Beaufort,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,25,Washington,Beaufort County,NC,EM1,0,0.0000,0,0.0000,0,0.0000
111,25,Washington,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,25,Washington,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
111,25,Washington,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,25,Washington,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,25,Washington,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,25,Washington Park,Beaufort County,NC,EM1,4,0.1250,4,0.1250,4,0.1250
111,25,Washington Park,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,25,Washington Park,Beaufort County,NC,EM3,4,0.2105,4,0.2105,4,0.2105
111,25,Washington Park,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,25,Washington Park,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,25,Washington Park,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,50,Aurora,Beaufort County,NC,EM1,0,0.0000,0,0.0000,0,0.0000
111,50,Aurora,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,50,Aurora,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
111,50,Aurora,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,50,Aurora,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,50,Aurora,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,50,Bath,Beaufort County,NC,EM1,0,0.0000,0,0.0000,0,0.0000
111,50,Bath,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,50,Bath,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
111,50,Bath,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,50,Bath,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,50,Bath,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,50,Bayview,Beaufort County,NC,EM1,0,0.0000,0,0.0000,0,0.0000
111,50,Bayview,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,50,Bayview,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
111,50,Bayview,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,50,Bayview,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,50,Bayview,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,50,Belhaven,Beaufort County,NC,EM1,32,0.0571,32,0.0571,32,0.0571
111,50,Belhaven,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,50,Belhaven,Beaufort County,NC,EM3,26,0.7027,26,0.7027,26,0.7027
111,50,Belhaven,Beaufort County,NC,EM4,6,0.0267,6,0.0267,6,0.0267
111,50,Belhaven,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,50,Belhaven,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,50,Chocowinity,Beaufort County,NC,EM1,0,0.0000,0,0.0000,0,0.0000
111,50,Chocowinity,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,50,Chocowinity,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
111,50,Chocowinity,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,50,Chocowinity,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,50,Chocowinity,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
