GW,SLR,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
000,300,Beaufort County,NC,LC4,0,0.0001,0,0.0001,0,0.0007
000,300,Beaufort County,NC,LC5,0,0.0003,0,0.0002,0,0.0005
000,300,Beaufort County,NC,LC6,0,0.0020,0,0.0015,1,0.0037
000,300,Beaufort County,NC,LC7,0,0.0018,0,0.0016,0,0.0023
001,0,Beaufort County,NC,LC2,4,0.2483,2,0.1181,9,0.5073
001,0,Beaufort County,NC,LC3,84,0.3713,25,0.1088,157,0.6918
001,0,Beaufort County,NC,LC4,36,0.1532,16,0.0694,145,0.6207
001,0,Beaufort County,NC,LC5,8,0.1145,2,0.0305,44,0.6000
001,0,Beaufort County,NC,LC6,115,0.5010,61,0.2666,178,0.7737
001,0,Beaufort County,NC,LC7,7,0.1706,3,0.0782,18,0.4637
001,25,Beaufort County,NC,LC2,5,0.2581,3,0.1422,9,0.5046
001,25,Beaufort County,NC,LC3,87,0.3833,28,0.1229,157,0.6932
001,25,Beaufort County,NC,LC4,41,0.1738,23,0.0995,146,0.6235
001,25,Beaufort County,NC,LC5,9,0.1261,3,0.0464,45,0.6024
001,25,Beaufort County,NC,LC6,106,0.4588,54,0.2336,167,0.7225
001,25,Beaufort County,NC,LC7,8,0.1907,4,0.1005,18,0.4671
001,50,Beaufort County,NC,LC2,4,0.2525,3,0.1510,9,0.4955
001,50,Beaufort County,NC,LC3,86,0.3804,33,0.1461,157,0.6932
001,50,Beaufort County,NC,LC4,39,0.1661,23,0.0999,144,0.6139
001,50,Beaufort County,NC,LC5,9,0.1245,4,0.0535,45,0.6042
001,50,Beaufort County,NC,LC6,86,0.3737,35,0.1540,146,0.6337
001,50,Beaufort County,NC,LC7,7,0.1820,4,0.1088,18,0.4628
001,100,Beaufort County,NC,LC2,4,0.2137,2,0.1246,8,0.4402
001,100,Beaufort County,NC,LC3,94,0.4164,43,0.1899,152,0.6704
001,100,Beaufort County,NC,LC4,33,0.1411,20,0.0864,133,0.5698
001,100,Beaufort County,NC,LC5,9,0.1210,5,0.0702,43,0.5859
001,100,Beaufort County,NC,LC6,79,0.3435,30,0.1305,132,0.5718
001,100,Beaufort County,NC,LC7,7,0.1684,4,0.0937,17,0.4278
001,150,Beaufort County,NC,LC2,4,0.2136,2,0.1384,7,0.4162
001,150,Beaufort County,NC,LC3,98,0.4316,52,0.2302,145,0.6411
001,150,Beaufort County,NC,LC4,27,0.1167,17,0.0713,125,0.5341
001,150,Beaufort County,NC,LC5,8,0.1106,5,0.0702,42,0.5672
001,150,Beaufort County,NC,LC6,76,0.3288,34,0.1493,123,0.5337
001,150,Beaufort County,NC,LC7,6,0.1613,4,0.0924,16,0.4041
001,200,Beaufort County,NC,LC2,4,0.2129,3,0.1533,7,0.3781
001,200,Beaufort County,NC,LC3,88,0.3892,53,0.2322,130,0.5736
001,200,Beaufort County,NC,LC4,24,0.1004,14,0.0594,118,0.5041
001,200,Beaufort County,NC,LC5,8,0.1025,5,0.0649,40,0.5442
001,200,Beaufort County,NC,LC6,73,0.3147,35,0.1505,113,0.4905
001,200,Beaufort County,NC,LC7,6,0.1596,4,0.1043,15,0.3835
001,300,Beaufort County,NC,LC2,3,0.1492,2,0.1239,5,0.2726
001,300,Beaufort County,NC,LC3,75,0.3310,58,0.2557,101,0.4475
001,300,Beaufort County,NC,LC4,17,0.0730,10,0.0420,109,0.4672
001,300,Beaufort County,NC,LC5,5,0.0712,3,0.0411,37,0.4992
001,300,Beaufort County,NC,LC6,53,0.2311,27,0.1156,87,0.3793
001,300,Beaufort County,NC,LC7,5,0.1286,4,0.0990,13,0.3300
102,0,Beaufort County,NC,LC2,3,0.1840,3,0.1864,3,0.1870
102,0,Beaufort County,NC,LC3,51,0.2268,65,0.2850,30,0.1323
102,0,Beaufort County,NC,LC4,40,0.1729,25,0.1080,40,0.1724
102,0,Beaufort County,NC,LC5,12,0.1604,7,0.0926,13,0.1798
102,0,Beaufort County,NC,LC6,37,0.1613,33,0.1417,21,0.0923
102,0,Beaufort County,NC,LC7,7,0.1752,5,0.1332,8,0.1912
102,25,Beaufort County,NC,LC2,3,0.1778,3,0.1723,3,0.1819
102,25,Beaufort County,NC,LC3,51,0.2231,65,0.2881,30,0.1317
102,25,Beaufort County,NC,LC4,38,0.1608,21,0.0885,40,0.1698
102,25,Beaufort County,NC,LC5,11,0.1553,6,0.0819,13,0.1773
102,25,Beaufort County,NC,LC6,36,0.1580,31,0.1364,21,0.0917
102,25,Beaufort County,NC,LC7,7,0.1684,5,0.1227,7,0.1869
102,50,Beaufort County,NC,LC2,3,0.1750,3,0.1733,3,0.1731
102,50,Beaufort County,NC,LC3,52,0.2314,64,0.2845,29,0.1293
