GW,SLR,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
001,100,Beaufort County,NC,RO3,43,0.1974,24,0.1103,92,0.4163
001,100,Beaufort County,NC,RO4,296,0.2080,168,0.1181,718,0.5045
001,150,Beaufort County,NC,RO1,316,0.1879,187,0.1110,755,0.4489
001,150,Beaufort County,NC,RO2,1,0.0163,0,0.0089,3,0.0721
001,150,Beaufort County,NC,RO3,44,0.2004,29,0.1301,89,0.4029
001,150,Beaufort County,NC,RO4,271,0.1905,158,0.1107,663,0.4659
001,200,Beaufort County,NC,RO1,294,0.1752,191,0.1139,694,0.4127
001,200,Beaufort County,NC,RO2,1,0.0144,0,0.0070,3,0.0700
001,200,Beaufort County,NC,RO3,43,0.1938,31,0.1404,80,0.3629
001,200,Beaufort County,NC,RO4,251,0.1765,160,0.1126,611,0.4294
001,300,Beaufort County,NC,RO1,212,0.1263,162,0.0965,568,0.3381
001,300,Beaufort County,NC,RO2,0,0.0108,0,0.0037,3,0.0671
001,300,Beaufort County,NC,RO3,25,0.1141,19,0.0877,53,0.2413
001,300,Beaufort County,NC,RO4,187,0.1313,143,0.1003,513,0.3601
102,0,Beaufort County,NC,RO1,328,0.1949,278,0.1651,317,0.1883
102,0,Beaufort County,NC,RO2,1,0.0260,0,0.0088,6,0.1572
102,0,Beaufort County,NC,RO3,47,0.2120,43,0.1932,57,0.2582
102,0,Beaufort County,NC,RO4,280,0.1967,235,0.1649,254,0.1783
102,25,Beaufort County,NC,RO1,313,0.1860,249,0.1479,308,0.1833
102,25,Beaufort County,NC,RO2,1,0.0269,0,0.0072,6,0.1574
102,25,Beaufort County,NC,RO3,45,0.2041,40,0.1807,56,0.2527
102,25,Beaufort County,NC,RO4,267,0.1874,209,0.1465,247,0.1733
102,50,Beaufort County,NC,RO1,313,0.1862,239,0.1420,296,0.1760
102,50,Beaufort County,NC,RO2,1,0.0260,0,0.0055,6,0.1582
102,50,Beaufort County,NC,RO3,47,0.2124,38,0.1724,53,0.2402
102,50,Beaufort County,NC,RO4,265,0.1863,200,0.1408,237,0.1665
102,100,Beaufort County,NC,RO1,281,0.1673,239,0.1420,274,0.1631
102,100,Beaufort County,NC,RO2,1,0.0251,0,0.0048,6,0.1581
102,100,Beaufort County,NC,RO3,43,0.1941,39,0.1756,47,0.2156
102,100,Beaufort County,NC,RO4,238,0.1668,200,0.1404,221,0.1551
102,150,Beaufort County,NC,RO1,245,0.1456,216,0.1283,252,0.1498
102,150,Beaufort County,NC,RO2,1,0.0243,0,0.0047,6,0.1621
102,150,Beaufort County,NC,RO3,35,0.1569,33,0.1492,39,0.1790
