Community,County,State,DBcode,Tot_value,Tot_pct
Winterville,Pitt County,NC,RE4,4054,1.0000
Winterville,Pitt County,NC,RE5,179,1.0000
Winterville,Pitt County,NC,RE6,261,1.0000
Winterville,Pitt County,NC,RE7,16,1.0000
Winterville,Pitt County,NC,RE8,421,1.0000
Winterville,Pitt County,NC,RE20,4166,1.0000
Winterville,Pitt County,NC,RE21,3940,1.0000
Winterville,Pitt County,NC,RE22,226,1.0000
Harrells,Sampson County,NC,RE1,160,1.0000
Harrells,Sampson County,NC,RE2,17,1.0000
Harrells,Sampson County,NC,RE3,89,1.0000
Harrells,Sampson County,NC,RE4,48,1.0000
Harrells,Sampson County,NC,RE5,10,1.0000
Harrells,Sampson County,NC,RE6,0,0.0000
Harrells,Sampson County,NC,RE7,1,1.0000
Harrells,Sampson County,NC,RE8,18,1.0000
Harrells,Sampson County,NC,RE20,90,1.0000
Harrells,Sampson County,NC,RE21,77,1.0000
Harrells,Sampson County,NC,RE22,13,1.0000
Ivanhoe,Sampson County,NC,RE1,198,1.0000
Ivanhoe,Sampson County,NC,RE2,23,1.0000
Ivanhoe,Sampson County,NC,RE3,49,1.0000
Ivanhoe,Sampson County,NC,RE4,145,1.0000
Ivanhoe,Sampson County,NC,RE5,4,1.0000
Ivanhoe,Sampson County,NC,RE6,1,1.0000
Ivanhoe,Sampson County,NC,RE7,0,0.0000
Ivanhoe,Sampson County,NC,RE8,11,1.0000
Ivanhoe,Sampson County,NC,RE20,107,1.0000
Ivanhoe,Sampson County,NC,RE21,81,1.0000
Ivanhoe,Sampson County,NC,RE22,26,1.0000
Unincorporated Sampson,Sampson County,NC,RE1,42886,1.0000
Unincorporated Sampson,Sampson County,NC,RE2,9821,1.0000
Unincorporated Sampson,Sampson County,NC,RE3,25410,1.0000
Unincorporated Sampson,Sampson County,NC,RE4,9717,1.0000
Unincorporated Sampson,Sampson County,NC,RE5,1799,1.0000
Unincorporated Sampson,Sampson County,NC,RE6,226,1.0000
Unincorporated Sampson,Sampson County,NC,RE7,46,1.0000
Unincorporated Sampson,Sampson County,NC,RE8,8512,1.0000
Unincorporated Sampson,Sampson County,NC,RE20,18188,1.0000
Unincorporated Sampson,Sampson County,NC,RE21,16116,1.0000
Unincorporated Sampson,Sampson County,NC,RE22,2072,1.0000
Columbia,Tyrrell County,NC,RE1,610,1.0000
Columbia,Tyrrell County,NC,RE2,150,1.0000
Columbia,Tyrrell County,NC,RE3,267,1.0000
Columbia,Tyrrell County,NC,RE4,260,1.0000
Columbia,Tyrrell County,NC,RE5,17,1.0000
Columbia,Tyrrell County,NC,RE6,9,1.0000
Columbia,Tyrrell County,NC,RE7,5,1.0000
Columbia,Tyrrell County,NC,RE8,142,1.0000
Columbia,Tyrrell County,NC,RE20,349,1.0000
Columbia,Tyrrell County,NC,RE21,264,1.0000
Columbia,Tyrrell County,NC,RE22,85,1.0000
Unincorporated Tyrrell,Tyrrell County,NC,RE1,2635,1.0000
Unincorporated Tyrrell,Tyrrell County,NC,RE2,122,1.0000
Unincorporated Tyrrell,Tyrrell County,NC,RE3,1808,1.0000
Unincorporated Tyrrell,Tyrrell County,NC,RE4,745,1.0000
Unincorporated Tyrrell,Tyrrell County,NC,RE5,43,1.0000
Unincorporated Tyrrell,Tyrrell County,NC,RE6,56,1.0000
Unincorporated Tyrrell,Tyrrell County,NC,RE7,15,1.0000
Unincorporated Tyrrell,Tyrrell County,NC,RE8,126,1.0000
Unincorporated Tyrrell,Tyrrell County,NC,RE20,1650,1.0000
Unincorporated Tyrrell,Tyrrell County,NC,RE21,1180,1.0000
Unincorporated Tyrrell,Tyrrell County,NC,RE22,470,1.0000
Creswell,Washington County,NC,RE1,207,1.0000
Creswell,Washington County,NC,RE2,17,1.0000
Creswell,Washington County,NC,RE3,109,1.0000
Creswell,Washington County,NC,RE4,96,1.0000
Creswell,Washington County,NC,RE5,1,1.0000
Creswell,Washington County,NC,RE6,1,1.0000
Creswell,Washington County,NC,RE7,0,0.0000
Creswell,Washington County,NC,RE8,14,1.0000
Creswell,Washington County,NC,RE20,122,1.0000
Creswell,Washington County,NC,RE21,97,1.0000
Creswell,Washington County,NC,RE22,25,1.0000
Plymouth,Washington County,NC,RE1,3320,1.0000
Plymouth,Washington County,NC,RE2,57,1.0000
Plymouth,Washington County,NC,RE3,973,1.0000
Plymouth,Washington County,NC,RE4,2335,1.0000
Plymouth,Washington County,NC,RE5,43,1.0000
Plymouth,Washington County,NC,RE6,13,1.0000
Plymouth,Washington County,NC,RE7,10,1.0000
Plymouth,Washington County,NC,RE8,52,1.0000
Plymouth,Washington County,NC,RE20,1755,1.0000
Plymouth,Washington County,NC,RE21,1420,1.0000
Plymouth,Washington County,NC,RE22,335,1.0000
Roper,Washington County,NC,RE1,485,1.0000
Roper,Washington County,NC,RE2,9,1.0000
Roper,Washington County,NC,RE3,80,1.0000
Roper,Washington County,NC,RE4,400,1.0000
Roper,Washington County,NC,RE5,6,1.0000
Roper,Washington County,NC,RE6,5,1.0000
Roper,Washington County,NC,RE7,0,0.0000
Roper,Washington County,NC,RE8,5,1.0000
Roper,Washington County,NC,RE20,263,1.0000
Roper,Washington County,NC,RE21,195,1.0000
Roper,Washington County,NC,RE22,68,1.0000
Unincorporated Washington,Washington County,NC,RE1,6991,1.0000
Unincorporated Washington,Washington County,NC,RE2,288,1.0000
Unincorporated Washington,Washington County,NC,RE3,4116,1.0000
Unincorporated Washington,Washington County,NC,RE4,2710,1.0000
Unincorporated Washington,Washington County,NC,RE5,76,1.0000
Unincorporated Washington,Washington County,NC,RE6,45,1.0000
Unincorporated Washington,Washington County,NC,RE7,9,1.0000
Unincorporated Washington,Washington County,NC,RE8,267,1.0000
Unincorporated Washington,Washington County,NC,RE20,3899,1.0000
Unincorporated Washington,Washington County,NC,RE21,3159,1.0000
Unincorporated Washington,Washington County,NC,RE22,740,1.0000
Elroy,Wayne County,NC,RE1,3755,1.0000
Elroy,Wayne County,NC,RE2,796,1.0000
Elroy,Wayne County,NC,RE3,2166,1.0000
Elroy,Wayne County,NC,RE4,970,1.0000
Elroy,Wayne County,NC,RE5,105,1.0000
Elroy,Wayne County,NC,RE6,107,1.0000
Elroy,Wayne County,NC,RE7,4,1.0000
Elroy,Wayne County,NC,RE8,734,1.0000
Elroy,Wayne County,NC,RE20,1701,1.0000
Elroy,Wayne County,NC,RE21,1537,1.0000
Elroy,Wayne County,NC,RE22,164,1.0000
Goldsboro,Wayne County,NC,RE1,33657,1.0000
Goldsboro,Wayne County,NC,RE2,2383,1.0000
Goldsboro,Wayne County,NC,RE3,13245,1.0000
Goldsboro,Wayne County,NC,RE4,19199,1.0000
Goldsboro,Wayne County,NC,RE5,576,1.0000
Goldsboro,Wayne County,NC,RE6,1098,1.0000
Goldsboro,Wayne County,NC,RE7,108,1.0000
Goldsboro,Wayne County,NC,RE8,1726,1.0000
Goldsboro,Wayne County,NC,RE20,16213,1.0000
Goldsboro,Wayne County,NC,RE21,13832,1.0000
Goldsboro,Wayne County,NC,RE22,2381,1.0000
Seven Springs,Wayne County,NC,RE1,55,1.0000
Seven Springs,Wayne County,NC,RE2,7,1.0000
Seven Springs,Wayne County,NC,RE3,45,1.0000
Seven Springs,Wayne County,NC,RE4,5,1.0000
Seven Springs,Wayne County,NC,RE5,2,1.0000
Seven Springs,Wayne County,NC,RE6,1,1.0000
Seven Springs,Wayne County,NC,RE7,1,1.0000
Seven Springs,Wayne County,NC,RE8,3,1.0000
Seven Springs,Wayne County,NC,RE20,37,1.0000
Seven Springs,Wayne County,NC,RE21,22,1.0000
Seven Springs,Wayne County,NC,RE22,15,1.0000
Unincorporated Wayne,Wayne County,NC,RE1,64359,1.0000
Unincorporated Wayne,Wayne County,NC,RE2,9343,1.0000
Unincorporated Wayne,Wayne County,NC,RE3,45889,1.0000
Unincorporated Wayne,Wayne County,NC,RE4,12148,1.0000
Unincorporated Wayne,Wayne County,NC,RE5,1475,1.0000
Unincorporated Wayne,Wayne County,NC,RE6,1088,1.0000
Unincorporated Wayne,Wayne County,NC,RE7,117,1.0000
Unincorporated Wayne,Wayne County,NC,RE8,8113,1.0000
Unincorporated Wayne,Wayne County,NC,RE20,27492,1.0000
Unincorporated Wayne,Wayne County,NC,RE21,24539,1.0000
Unincorporated Wayne,Wayne County,NC,RE22,2953,1.0000
Walnut Creek,Wayne County,NC,RE1,1084,1.0000
Walnut Creek,Wayne County,NC,RE2,48,1.0000
Walnut Creek,Wayne County,NC,RE3,995,1.0000
Walnut Creek,Wayne County,NC,RE4,58,1.0000
Walnut Creek,Wayne County,NC,RE5,7,1.0000
Walnut Creek,Wayne County,NC,RE6,41,1.0000
Walnut Creek,Wayne County,NC,RE7,0,0.0000
Walnut Creek,Wayne County,NC,RE8,30,1.0000
Walnut Creek,Wayne County,NC,RE20,451,1.0000
Walnut Creek,Wayne County,NC,RE21,410,1.0000
Walnut Creek,Wayne County,NC,RE22,41,1.0000
