SS,SLR,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
001,25,Beaufort County,NC,RE7,4,0.0804,0,0.0016,19,0.4014
001,25,Beaufort County,NC,RE8,186,0.0595,8,0.0027,1162,0.3728
001,25,Beaufort County,NC,RE2,200,0.0581,9,0.0027,1279,0.3727
001,25,Beaufort County,NC,RE20,2244,0.0931,131,0.0054,10797,0.4482
001,25,Beaufort County,NC,RE21,1659,0.0854,113,0.0058,8342,0.4294
001,25,Beaufort County,NC,RE22,584,0.1254,19,0.0040,2455,0.5268
001,50,Beaufort County,NC,RE1,4639,0.1039,344,0.0077,19550,0.4378
001,50,Beaufort County,NC,RE3,3653,0.1160,306,0.0097,13789,0.4379
001,50,Beaufort County,NC,RE4,821,0.0751,29,0.0027,4959,0.4533
001,50,Beaufort County,NC,RE5,58,0.0814,5,0.0075,306,0.4298
001,50,Beaufort County,NC,RE6,23,0.0775,2,0.0054,112,0.3804
001,50,Beaufort County,NC,RE7,4,0.0930,0,0.0032,20,0.4184
001,50,Beaufort County,NC,RE8,235,0.0754,12,0.0038,1178,0.3780
001,50,Beaufort County,NC,RE2,253,0.0737,13,0.0039,1297,0.3777
001,50,Beaufort County,NC,RE20,2929,0.1216,211,0.0088,11148,0.4627
001,50,Beaufort County,NC,RE21,2127,0.1095,160,0.0082,8590,0.4421
001,50,Beaufort County,NC,RE22,802,0.1721,52,0.0111,2557,0.5487
001,100,Beaufort County,NC,RE1,7349,0.1646,1979,0.0443,21421,0.4797
001,100,Beaufort County,NC,RE3,5520,0.1753,1657,0.0526,14996,0.4762
001,100,Beaufort County,NC,RE4,1579,0.1444,256,0.0234,5554,0.5077
001,100,Beaufort County,NC,RE5,100,0.1403,24,0.0343,331,0.4656
001,100,Beaufort County,NC,RE6,39,0.1327,10,0.0354,127,0.4313
001,100,Beaufort County,NC,RE7,8,0.1692,2,0.0363,23,0.4697
001,100,Beaufort County,NC,RE8,376,0.1205,94,0.0302,1279,0.4103
001,100,Beaufort County,NC,RE2,414,0.1205,99,0.0289,1410,0.4107
001,100,Beaufort County,NC,RE20,4700,0.1951,1242,0.0515,12226,0.5075
001,100,Beaufort County,NC,RE21,3354,0.1726,903,0.0465,9436,0.4857
001,100,Beaufort County,NC,RE22,1346,0.2888,339,0.0728,2790,0.5987
001,150,Beaufort County,NC,RE1,9697,0.2172,4798,0.1074,23342,0.5228
001,150,Beaufort County,NC,RE3,7099,0.2254,3734,0.1186,16180,0.5138
001,150,Beaufort County,NC,RE4,2294,0.2097,900,0.0823,6233,0.5697
001,150,Beaufort County,NC,RE5,134,0.1882,58,0.0812,355,0.4987
001,150,Beaufort County,NC,RE6,53,0.1805,23,0.0791,142,0.4838
001,150,Beaufort County,NC,RE7,11,0.2308,4,0.0915,26,0.5356
001,150,Beaufort County,NC,RE8,475,0.1523,233,0.0747,1372,0.4402
001,150,Beaufort County,NC,RE2,528,0.1538,251,0.0732,1521,0.4430
001,150,Beaufort County,NC,RE20,6178,0.2565,3103,0.1288,13308,0.5524
001,150,Beaufort County,NC,RE21,4446,0.2288,2210,0.1137,10311,0.5307
001,150,Beaufort County,NC,RE22,1732,0.3717,893,0.1917,2997,0.6432
001,200,Beaufort County,NC,RE1,12667,0.2837,7595,0.1701,25462,0.5702
001,200,Beaufort County,NC,RE3,8937,0.2838,5709,0.1813,17444,0.5539
001,200,Beaufort County,NC,RE4,3352,0.3064,1640,0.1499,6972,0.6373
001,200,Beaufort County,NC,RE5,171,0.2404,100,0.1408,389,0.5468
001,200,Beaufort County,NC,RE6,75,0.2553,40,0.1361,159,0.5407
001,200,Beaufort County,NC,RE7,15,0.3203,8,0.1647,28,0.5925
001,200,Beaufort County,NC,RE8,609,0.1954,378,0.1211,1540,0.4938
001,200,Beaufort County,NC,RE2,682,0.1987,416,0.1211,1711,0.4985
001,200,Beaufort County,NC,RE20,7921,0.3288,4910,0.2038,14453,0.5999
001,200,Beaufort County,NC,RE21,5806,0.2988,3478,0.1790,11278,0.5804
001,200,Beaufort County,NC,RE22,2115,0.4538,1433,0.3075,3175,0.6813
001,300,Beaufort County,NC,RE1,19971,0.4473,14130,0.3165,28894,0.6471
001,300,Beaufort County,NC,RE3,13213,0.4196,9696,0.3079,19882,0.6313
001,300,Beaufort County,NC,RE4,6004,0.5488,4021,0.3676,7660,0.7002
001,300,Beaufort County,NC,RE5,280,0.3939,186,0.2614,443,0.6221
001,300,Beaufort County,NC,RE6,128,0.4348,86,0.2934,181,0.6173
001,300,Beaufort County,NC,RE7,24,0.4927,17,0.3462,32,0.6721
001,300,Beaufort County,NC,RE8,1144,0.3668,680,0.2182,1919,0.6156
001,300,Beaufort County,NC,RE2,1278,0.3723,768,0.2237,2137,0.6223
001,300,Beaufort County,NC,RE20,11831,0.4911,8755,0.3634,16158,0.6708
001,300,Beaufort County,NC,RE21,9014,0.4639,6463,0.3326,12716,0.6545
001,300,Beaufort County,NC,RE22,2817,0.6045,2292,0.4919,3442,0.7386
020,0,Beaufort County,NC,RE1,23544,0.5273,17326,0.3880,31124,0.6970
020,0,Beaufort County,NC,RE3,15664,0.4974,11219,0.3563,21496,0.6826
020,0,Beaufort County,NC,RE4,6784,0.6202,5441,0.4973,8097,0.7401
020,0,Beaufort County,NC,RE5,349,0.4905,242,0.3405,489,0.6871
020,0,Beaufort County,NC,RE6,156,0.5313,114,0.3886,202,0.6860
020,0,Beaufort County,NC,RE7,27,0.5668,21,0.4315,34,0.7081
020,0,Beaufort County,NC,RE8,1557,0.4992,1024,0.3283,2140,0.6863
020,0,Beaufort County,NC,RE2,1728,0.5032,1140,0.3322,2384,0.6945
