ER,SLR,Community,County,State,DBcode,ELA_value,ELA_pct,ELNA_value,ELNA_pct,ENLA_value,ENLA_pct,ENLNA_value,ENLNA_pct
000,050,Unincorporated Brunswick,Brunswick County,NC,RE20,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,050,Unincorporated Brunswick,Brunswick County,NC,RE21,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,050,Unincorporated Brunswick,Brunswick County,NC,RE22,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,100,Bald Head Island,Brunswick County,NC,RE1,7,0.0249,7,0.0250,18,0.0686,25,0.0919
000,100,Bald Head Island,Brunswick County,NC,RE2,0,0.0182,0,0.0182,0,0.0363,0,0.0521
000,100,Bald Head Island,Brunswick County,NC,RE3,6,0.0251,6,0.0252,17,0.0691,23,0.0919
000,100,Bald Head Island,Brunswick County,NC,RE4,0,0.0298,0,0.0299,1,0.0655,1,0.1061
000,100,Bald Head Island,Brunswick County,NC,RE5,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,100,Bald Head Island,Brunswick County,NC,RE6,0,0.0000,0,0.0000,0,0.0293,0,0.0296
000,100,Bald Head Island,Brunswick County,NC,RE7,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,100,Bald Head Island,Brunswick County,NC,RE8,0,0.0409,0,0.0410,0,0.0816,0,0.1171
000,100,Bald Head Island,Brunswick County,NC,RE20,30,0.0285,30,0.0285,82,0.0783,110,0.1049
000,100,Bald Head Island,Brunswick County,NC,RE21,5,0.0361,5,0.0362,11,0.0783,16,0.1101
000,100,Bald Head Island,Brunswick County,NC,RE22,25,0.0273,25,0.0273,71,0.0783,94,0.1041
000,100,Caswell Beach,Brunswick County,NC,RE1,1,0.0013,1,0.0017,2,0.0039,24,0.0598
000,100,Caswell Beach,Brunswick County,NC,RE2,0,0.0073,0,0.0095,0,0.0222,1,0.2942
000,100,Caswell Beach,Brunswick County,NC,RE3,1,0.0013,1,0.0017,2,0.0040,24,0.0602
000,100,Caswell Beach,Brunswick County,NC,RE4,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,100,Caswell Beach,Brunswick County,NC,RE5,0,0.0000,0,0.0000,0,0.0000,0,0.0004
000,100,Caswell Beach,Brunswick County,NC,RE6,0,0.0049,0,0.0063,0,0.0148,1,0.1962
000,100,Caswell Beach,Brunswick County,NC,RE7,0,0.0000,0,0.0000,0,0.0000,0,0.0000
